Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,4.15,71.11,1.17,0.0,0.8,72.52,8.64,36.44,141.1,0.01,69.38,,,,,,
,,,4.17,78.81,0.72,0.0,0.71,55.2,6.06,32.43,131.64,0.01,80.92,,,,,,
,,,4.18,45.23,0.81,0.0,0.77,54.61,8.5,41.86,130.68,0.01,63.59,,,,,,
,,,4.2,73.14,0.68,0.0,0.7,77.27,6.41,31.06,121.07,0.01,81.46,,,,,,
,,,4.22,62.94,1.04,0.0,0.9,65.32,6.51,30.0,132.55,0.01,75.11,,,,,,
,,,4.23,87.8,0.89,0.0,0.81,61.21,6.56,36.32,153.62,0.01,58.21,,,,,,
,,,4.25,81.05,0.97,0.0,0.9,59.72,7.58,30.35,132.35,0.01,75.01,,,,,,
,,,4.27,71.25,1.26,0.0,0.58,64.38,7.55,36.36,161.36,0.01,73.84,,,,,,
,,,4.28,75.95,0.93,0.0,0.95,66.99,7.65,35.44,138.88,0.01,51.17,,,,,,
,,,4.3,96.06,1.05,0.0,0.83,72.81,5.41,38.63,148.82,0.01,66.76,,,,,,
,,,4.32,82.54,0.93,0.0,0.8,57.77,9.46,27.16,160.07,0.01,79.9,,,,,,
,,,4.33,77.29,0.88,0.0,0.69,47.82,8.01,35.81,126.66,0.01,61.35,,,,,,
,,,4.35,92.33,0.82,0.0,0.69,67.33,5.56,35.38,127.14,0.01,69.59,,,,,,
,,,4.37,83.35,0.68,0.0,0.77,70.66,6.64,29.99,141.28,0.01,100.93,,,,,,
,,,4.38,75.14,0.64,0.0,0.97,69.76,7.57,41.12,124.54,0.01,87.9,,,,,,
,,,4.4,65.28,0.79,0.0,0.94,50.24,6.53,44.45,156.32,0.01,83.68,,,,,,
,,,4.42,60.54,1.01,0.0,0.75,72.16,7.95,32.59,125.95,0.01,66.74,,,,,,
,,,4.43,71.74,0.73,0.0,0.91,51.84,5.6,35.64,111.26,0.01,54.94,,,,,,
,,,4.45,69.74,0.85,0.0,0.78,48.36,6.97,45.8,133.73,0.01,59.31,,,,,,
,,,4.47,76.08,0.87,0.0,0.74,53.09,7.67,35.2,130.99,0.01,79.19,,,,,,
,,,4.48,81.58,0.64,0.0,0.95,69.22,8.48,34.01,118.69,0.01,81.71,,,,,,
,,,4.5,68.87,0.99,0.0,0.99,61.37,6.13,43.85,113.22,0.01,58.46,,,,,,
,,,4.52,74.96,0.92,0.0,0.89,55.43,7.2,38.66,128.31,0.01,54.84,,,,,,
,,,4.53,45.65,0.94,0.0,0.93,68.76,7.74,43.45,130.32,0.01,61.78,,,,,,
,,,4.55,86.85,0.79,0.0,0.98,72.46,6.38,39.53,147.25,0.01,69.23,,,,,,
,,,4.57,84.3,0.82,0.0,0.95,47.83,7.0,30.3,109.8,0.01,64.54,,,,,,
,,,4.58,80.37,0.88,0.0,0.95,62.14,6.4,39.54,130.37,0.01,67.99,,,,,,
,,,4.6,59.55,0.96,0.0,1.09,61.14,6.77,31.02,164.85,0.01,55.86,,,,,,
,,,4.62,71.47,0.77,0.0,0.89,77.93,5.95,33.61,155.28,0.01,71.39,,,,,,
,,,4.63,46.04,0.96,0.0,0.8,59.01,8.28,39.65,116.46,0.01,65.99,,,,,,
,,,4.65,67.51,1.15,0.0,0.99,64.99,7.69,36.77,150.84,0.01,49.65,,,,,,
,,,4.67,60.43,1.43,0.0,0.95,63.5,6.8,41.37,117.26,0.01,62.63,,,,,,
,,,4.68,86.72,0.66,0.0,1.04,64.98,8.05,33.4,132.06,0.01,77.75,,,,,,
,,,4.7,93.84,0.85,0.0,0.9,55.58,4.07,44.31,156.78,0.01,59.79,,,,,,
,,,4.72,62.67,0.86,0.0,0.92,59.67,6.17,32.66,169.39,0.01,48.24,,,,,,
,,,4.73,67.46,0.83,0.0,0.88,62.67,5.87,39.41,164.64,0.01,73.58,,,,,,
,,,4.75,65.74,0.61,0.0,0.69,73.42,6.23,48.84,145.88,0.01,54.34,,,,,,
,,,4.77,68.55,0.96,0.0,1.02,64.34,5.99,39.78,127.39,0.01,55.77,,,,,,
,,,4.78,59.49,0.89,0.0,1.02,73.43,5.12,29.1,114.92,0.01,78.1,,,,,,
,,,4.8,65.96,0.94,0.0,0.82,80.07,6.97,39.41,94.9,0.01,68.69,,,,,,
,,,4.82,64.59,1.1,0.0,1.18,82.0,7.96,31.59,112.59,0.01,70.3,,,,,,
,,,4.83,51.16,0.89,0.0,1.21,79.26,7.89,39.61,160.54,0.01,66.23,,,,,,
,,,4.85,54.67,0.8,0.0,0.77,55.73,6.25,32.85,114.67,0.01,68.52,,,,,,
,,,4.87,66.28,0.97,0.0,1.24,62.32,8.07,36.04,151.34,0.01,62.32,,,,,,
,,,4.88,45.46,0.97,0.0,0.92,71.79,5.96,47.06,122.1,0.01,74.73,,,,,,
,,,4.9,77.98,1.1,0.0,1.23,77.37,5.78,40.11,128.97,0.01,69.91,,,,,,
,,,4.92,80.13,1.07,0.0,0.97,76.78,5.94,38.32,133.45,0.01,66.9,,,,,,
,,,4.93,55.15,0.92,0.0,1.14,58.89,5.09,33.93,98.92,0.01,75.29,,,,,,
,,,4.95,63.13,0.92,0.0,0.99,71.83,6.83,41.5,113.12,0.01,54.62,,,,,,
,,,4.97,69.97,0.77,0.0,1.15,81.44,5.05,30.83,118.96,0.01,70.67,,,,,,
,,,4.98,58.63,0.89,0.0,1.18,57.1,6.86,35.38,163.62,0.01,60.88,,,,,,
,,,5.0,67.54,0.7,0.0,0.77,65.29,7.85,30.29,116.25,0.01,48.07,,,,,,
,,,5.02,66.17,0.94,0.0,1.28,55.09,8.27,34.78,167.29,0.01,61.48,,,,,,
,,,5.03,73.07,0.96,0.0,1.07,66.11,5.62,35.21,95.04,0.01,65.51,,,,,,
,,,5.05,58.93,1.02,0.0,1.16,65.31,7.17,41.03,134.67,0.01,72.21,,,,,,
,,,5.07,77.51,1.08,0.0,1.39,63.19,6.25,37.88,114.33,0.01,80.76,,,,,,
,,,5.08,69.23,0.92,0.0,1.23,82.05,6.73,30.73,169.33,0.01,48.17,,,,,,
,,,5.1,63.07,0.76,0.0,1.14,41.83,7.89,36.73,149.89,0.01,77.92,,,,,,
,,,5.12,55.06,0.84,0.0,0.91,63.53,6.62,44.47,166.73,0.01,53.37,,,,,,
,,,5.13,52.83,0.78,0.0,0.98,61.89,6.23,35.36,116.86,0.01,69.73,,,,,,
,,,5.15,67.07,0.69,0.0,1.17,64.39,5.79,46.11,124.04,0.01,47.64,,,,,,
,,,5.17,62.7,0.83,0.0,1.1,63.43,5.65,30.52,103.35,0.01,69.15,,,,,,
,,,5.18,66.91,1.13,0.0,1.16,71.92,7.05,37.86,123.38,0.01,67.12,,,,,,
,,,5.2,52.16,0.88,0.0,1.05,77.25,6.69,33.13,136.44,0.01,67.44,,,,,,
,,,5.22,48.33,0.92,0.0,1.19,64.74,8.44,42.67,134.07,0.01,70.1,,,,,,
,,,5.23,66.8,1.08,0.0,1.22,62.07,6.96,33.02,107.07,0.01,61.58,,,,,,
,,,5.25,74.41,0.93,0.0,0.92,60.94,6.08,37.52,134.42,0.01,65.84,,,,,,
,,,5.27,54.76,0.87,0.0,1.25,70.17,5.62,36.12,127.48,0.01,55.97,,,,,,
,,,5.28,44.8,1.09,0.0,1.15,44.76,5.65,33.13,137.26,0.01,67.24,,,,,,
,,,5.3,54.09,0.78,0.0,1.23,61.77,5.74,42.16,132.83,0.01,51.93,,,,,,
,,,5.32,46.0,0.95,0.0,1.37,71.8,5.08,36.96,112.09,0.01,55.61,,,,,,
,,,5.33,46.66,1.01,0.0,1.28,71.58,10.13,41.13,142.37,0.01,66.76,,,,,,
,,,5.35,53.8,0.87,0.0,1.09,75.53,6.42,36.32,133.01,0.01,61.45,,,,,,
,,,5.37,50.4,0.96,0.0,1.07,73.12,7.36,33.15,183.22,0.01,73.71,,,,,,
,,,5.38,58.13,0.73,0.0,0.96,68.13,7.81,45.14,131.44,0.01,72.97,,,,,,
,,,5.4,65.92,0.88,0.0,1.25,63.94,7.29,40.78,151.43,0.01,79.88,,,,,,
,,,5.42,41.31,1.01,0.0,1.14,63.82,7.5,41.03,125.79,0.01,49.64,,,,,,
,,,5.43,65.39,1.04,0.0,1.32,64.86,6.11,35.27,149.13,0.01,86.86,,,,,,
,,,5.45,58.84,0.72,0.0,1.17,54.2,6.41,37.83,132.06,0.01,76.5,,,,,,
,,,5.47,62.75,0.84,0.0,1.01,62.24,6.48,26.82,138.59,0.01,58.98,,,,,,
,,,5.48,52.3,0.73,0.0,1.0,51.17,5.23,33.03,118.54,0.01,62.86,,,,,,
,,,5.5,50.65,0.99,0.0,1.33,64.65,5.86,37.26,129.61,0.01,68.15,,,,,,
,,,5.52,52.07,0.95,0.0,1.24,61.22,9.01,37.16,127.37,0.01,71.34,,,,,,
,,,5.53,53.64,0.78,0.0,1.07,55.76,6.25,44.23,107.7,0.01,78.29,,,,,,
,,,5.55,55.31,0.87,0.0,1.09,67.25,7.33,40.4,120.3,0.01,60.56,,,,,,
,,,5.57,47.17,0.97,0.0,1.07,61.61,6.2,33.51,141.05,0.01,62.98,,,,,,
,,,5.58,52.4,0.96,0.0,0.92,59.09,5.66,35.74,151.49,0.01,58.73,,,,,,
,,,5.6,65.0,0.69,0.0,1.17,63.22,6.39,42.46,117.71,0.01,74.06,,,,,,
,,,5.62,49.94,0.96,0.0,1.45,79.15,5.86,36.79,116.97,0.01,85.2,,,,,,
,,,5.63,57.71,0.81,0.0,1.23,67.69,7.13,33.75,110.53,0.01,60.55,,,,,,
,,,5.65,63.85,0.96,0.0,1.54,60.47,6.21,31.85,122.39,0.01,76.61,,,,,,
,,,5.67,48.53,0.81,0.0,1.64,71.3,6.47,34.63,133.1,0.01,64.01,,,,,,
,,,5.68,63.2,1.02,0.0,1.34,45.45,6.51,32.75,128.42,0.01,75.45,,,,,,
,,,5.7,57.95,0.88,0.0,1.08,81.6,6.98,32.41,110.18,0.01,56.48,,,,,,
,,,5.72,44.7,0.82,0.0,1.23,57.37,6.9,28.39,106.02,0.01,53.26,,,,,,
,,,5.73,68.14,0.84,0.0,1.37,65.68,4.73,30.43,118.21,0.01,53.31,,,,,,
,,,5.75,63.44,0.82,0.0,1.41,67.49,8.18,33.66,120.69,0.01,53.43,,,,,,
,,,5.77,61.12,0.87,0.0,1.5,86.46,7.88,32.55,153.74,0.01,50.59,,,,,,
,,,5.78,63.62,1.11,0.0,1.32,70.89,5.89,35.94,96.57,0.01,79.32,,,,,,
,,,5.8,64.76,1.08,0.0,1.46,56.42,9.62,46.9,122.44,0.01,49.65,,,,,,
,,,5.82,59.71,0.92,0.0,1.21,52.03,7.39,40.08,111.25,0.01,62.08,,,,,,
,,,5.83,51.97,0.81,0.0,1.26,48.44,8.47,41.2,129.35,0.01,72.64,,,,,,
,,,5.85,42.95,0.85,0.0,1.29,69.49,7.5,38.2,152.57,0.01,59.39,,,,,,
,,,5.87,56.31,0.86,0.0,1.41,65.19,6.27,29.63,106.87,0.01,61.13,,,,,,
,,,5.88,55.55,1.08,0.0,1.55,59.6,6.99,34.11,133.74,0.01,63.92,,,,,,
,,,5.9,44.83,1.02,0.0,1.07,92.28,8.62,31.4,125.51,0.01,60.23,,,,,,
,,,5.92,58.81,0.97,0.0,1.27,89.49,8.81,37.79,105.04,0.01,65.78,,,,,,
,,,5.93,63.24,0.87,0.0,1.09,68.61,6.78,31.2,144.53,0.01,62.13,,,,,,
,,,5.95,56.65,0.9,0.0,1.55,62.32,8.19,35.38,139.25,0.01,59.54,,,,,,
,,,5.97,49.19,0.95,0.0,1.71,76.83,7.4,35.12,163.46,0.01,58.5,,,,,,
,,,5.98,60.03,1.07,0.0,1.78,66.01,6.35,37.6,164.91,0.01,73.2,,,,,,
,,,6.0,64.75,0.96,0.0,1.76,92.46,7.18,30.44,137.16,0.01,72.58,,,,,,
,,,6.02,54.05,0.79,0.0,1.43,74.39,7.84,35.85,117.33,0.01,73.35,,,,,,
,,,6.03,41.82,0.89,0.0,1.8,58.55,7.9,45.06,129.79,0.01,71.08,,,,,,
,,,6.05,37.17,0.72,0.0,1.44,67.36,6.47,40.9,115.24,0.01,73.07,,,,,,
,,,6.07,46.19,1.02,0.0,1.68,48.19,6.31,35.62,106.53,0.01,71.49,,,,,,
,,,6.08,57.65,1.0,0.0,1.71,53.5,7.19,45.6,133.57,0.01,73.28,,,,,,
,,,6.1,52.33,1.0,0.0,1.61,65.7,6.64,50.3,141.22,0.01,68.21,,,,,,
,,,6.12,52.29,0.71,0.0,1.99,59.38,7.74,37.38,136.78,0.01,57.78,,,,,,
,,,6.13,52.49,0.85,0.0,1.65,63.17,6.98,27.15,104.55,0.01,79.32,,,,,,
,,,6.15,55.17,0.85,0.0,1.22,62.66,5.31,43.4,102.06,0.01,65.62,,,,,,
,,,6.17,52.93,0.87,0.0,1.62,65.92,6.49,38.72,132.56,0.01,67.72,,,,,,
,,,6.18,54.14,0.97,0.0,1.43,72.36,7.51,43.16,147.41,0.01,72.43,,,,,,
,,,6.2,42.38,0.86,0.0,1.94,77.43,8.31,27.05,125.23,0.01,80.48,,,,,,
,,,6.22,45.94,1.0,0.0,1.73,58.16,6.48,39.94,134.32,0.01,63.08,,,,,,
,,,6.23,43.62,0.87,0.0,1.46,81.75,7.79,36.87,125.53,0.01,57.71,,,,,,
,,,6.25,43.76,0.92,0.0,1.89,58.85,7.76,35.83,123.67,0.01,80.31,,,,,,
,,,6.27,56.66,1.16,0.0,1.62,76.85,6.66,38.08,151.0,0.01,66.15,,,,,,
,,,6.28,43.35,0.9,0.0,1.82,53.79,7.64,38.85,177.83,0.01,51.95,,,,,,
,,,6.3,43.28,0.87,0.0,1.31,70.88,8.19,29.22,143.95,0.01,77.28,,,,,,
,,,6.32,54.25,0.91,0.0,1.79,95.12,6.53,39.14,101.0,0.01,55.36,,,,,,
,,,6.33,52.57,0.98,0.0,1.25,82.36,6.39,31.31,107.95,0.01,79.6,,,,,,
,,,6.35,43.2,1.24,0.0,1.71,60.26,7.83,38.18,110.46,0.01,78.51,,,,,,
,,,6.37,44.59,1.04,0.0,1.64,72.61,9.29,43.0,150.18,0.01,55.83,,,,,,
,,,6.38,53.52,1.03,0.0,1.52,62.98,7.81,30.63,132.59,0.01,67.25,,,,,,
,,,6.4,53.18,0.56,0.0,1.94,69.54,7.88,35.41,136.63,0.01,61.53,,,,,,
,,,6.42,44.24,1.05,0.0,1.6,79.83,7.06,44.99,121.31,0.01,57.95,,,,,,
,,,6.43,35.72,1.06,0.0,1.2,66.3,5.01,39.58,116.16,0.01,70.4,,,,,,
,,,6.45,38.43,0.88,0.0,1.81,57.82,5.13,39.65,121.59,0.01,68.14,,,,,,
,,,6.47,44.46,1.07,0.0,1.88,57.45,5.14,39.83,141.57,0.01,64.05,,,,,,
,,,6.48,41.91,0.92,0.0,1.66,53.36,5.53,37.91,143.32,0.01,58.46,,,,,,
,,,6.5,51.33,0.8,0.0,1.76,59.64,6.38,33.94,143.06,0.01,69.01,,,,,,
,,,6.52,57.45,0.73,0.0,1.9,66.09,6.24,36.79,134.69,0.01,77.73,,,,,,
,,,6.53,48.91,1.03,0.0,1.56,56.78,6.51,41.71,149.76,0.01,59.84,,,,,,
,,,6.55,36.33,0.72,0.0,1.21,54.9,6.29,35.63,155.66,0.01,62.53,,,,,,
,,,6.57,42.05,0.95,0.0,1.69,59.03,6.46,34.47,142.07,0.01,71.28,,,,,,
,,,6.58,55.35,0.91,0.0,1.84,63.5,6.8,33.5,136.87,0.01,93.64,,,,,,
,,,6.6,52.19,1.2,0.0,1.8,57.91,6.98,31.68,109.26,0.01,73.56,,,,,,
,,,6.62,41.09,0.9,0.0,1.41,61.87,6.48,32.48,117.97,0.01,61.95,,,,,,
,,,6.63,40.01,0.94,0.0,2.56,56.49,6.23,32.32,120.64,0.01,64.85,,,,,,
,,,6.65,44.24,0.95,0.0,1.86,57.3,7.02,34.45,100.88,0.01,61.26,,,,,,
,,,6.67,40.87,0.85,0.0,1.84,66.25,5.14,29.72,160.8,0.01,80.74,,,,,,
,,,6.68,46.4,0.9,0.0,2.16,55.72,9.19,39.33,115.27,0.01,57.58,,,,,,
,,,6.7,33.7,0.85,0.0,1.4,54.71,7.27,29.24,158.13,0.01,67.06,,,,,,
,,,6.72,46.61,1.28,0.0,1.94,79.94,7.48,39.01,138.3,0.01,68.91,,,,,,
,,,6.73,38.2,0.92,0.0,1.91,64.51,5.4,37.42,117.24,0.01,65.39,,,,,,
,,,6.75,48.58,1.03,0.0,2.1,41.78,8.37,39.96,128.84,0.01,67.87,,,,,,
,,,6.77,39.04,0.99,0.0,1.8,84.07,6.68,44.54,121.96,0.01,50.49,,,,,,
,,,6.78,44.46,0.89,0.0,1.56,67.98,6.61,40.05,163.59,0.01,65.34,,,,,,
,,,6.8,40.05,0.92,0.0,1.88,51.91,9.69,35.05,145.65,0.02,67.33,,,,,,
,,,6.82,33.1,1.11,0.0,1.72,66.23,7.52,37.14,127.01,0.02,67.78,,,,,,
,,,6.83,43.37,0.81,0.0,2.31,82.61,6.55,24.99,116.25,0.02,78.07,,,,,,
,,,6.85,45.5,1.19,0.0,1.81,68.94,6.85,35.76,141.07,0.02,94.44,,,,,,
,,,6.87,37.46,0.86,0.0,1.67,60.02,6.59,41.44,108.31,0.02,60.14,,,,,,
,,,6.88,34.15,0.94,0.0,2.03,53.58,7.16,41.08,123.5,0.02,60.6,,,,,,
,,,6.9,37.14,0.92,0.0,1.47,52.17,7.91,35.47,119.93,0.02,50.93,,,,,,
,,,6.92,37.16,0.96,0.0,2.06,58.27,7.64,38.08,106.37,0.02,82.38,,,,,,
,,,6.93,41.79,0.69,0.0,2.2,50.34,7.5,30.05,125.61,0.02,50.87,,,,,,
,,,6.95,31.9,1.18,0.0,1.85,68.79,6.51,37.26,147.33,0.02,80.2,,,,,,
,,,6.97,33.07,1.09,0.0,1.74,87.96,6.48,29.11,153.34,0.02,69.5,,,,,,
,,,6.98,34.89,1.28,0.0,1.85,63.36,5.35,27.24,114.79,0.02,58.78,,,,,,
,,,7.0,30.63,0.97,0.0,1.98,67.09,6.07,35.15,135.12,0.02,74.21,,,,,,
,,,7.02,41.76,0.78,0.0,1.38,76.79,5.95,37.28,187.08,0.02,65.76,,,,,,
,,,7.03,36.72,0.72,0.0,1.59,62.08,6.84,40.24,138.28,0.02,65.17,,,,,,
,,,7.05,42.91,0.89,0.0,1.35,60.37,6.94,36.48,97.44,0.02,63.2,,,,,,
,,,7.07,36.73,1.23,0.0,1.79,73.87,5.94,33.76,149.14,0.02,67.17,,,,,,
,,,7.08,27.83,0.78,0.0,1.93,62.06,5.62,36.02,127.87,0.02,61.6,,,,,,
,,,7.1,35.08,0.59,0.0,1.8,65.25,7.26,34.31,121.72,0.02,73.79,,,,,,
,,,7.12,25.56,0.95,0.0,1.75,66.33,6.78,52.92,118.18,0.02,58.87,,,,,,
,,,7.13,39.89,0.96,0.0,1.69,53.65,9.46,30.66,108.26,0.02,67.38,,,,,,
,,,7.15,41.86,0.96,0.0,1.99,69.25,6.5,39.23,129.0,0.02,62.94,,,,,,
,,,7.17,40.84,1.0,0.0,1.65,63.46,8.07,32.61,119.0,0.02,62.54,,,,,,
,,,7.18,28.42,1.13,0.0,2.3,72.86,7.94,40.79,130.36,0.02,54.46,,,,,,
,,,7.2,27.84,0.81,0.0,1.92,72.1,6.36,36.06,117.73,0.02,66.94,,,,,,
,,,7.22,41.41,0.94,0.0,1.7,72.32,6.99,41.55,130.02,0.02,82.47,,,,,,
,,,7.23,28.95,0.82,0.0,1.4,67.52,8.39,34.31,134.09,0.02,64.53,,,,,,
,,,7.25,35.13,1.08,0.0,1.95,56.3,8.06,30.99,136.3,0.02,64.74,,,,,,
,,,7.27,31.03,0.83,0.0,1.55,51.57,5.62,32.03,119.75,0.02,71.9,,,,,,
,,,7.28,32.62,0.88,0.0,2.3,62.31,6.57,49.01,146.38,0.02,65.44,,,,,,
,,,7.3,29.24,0.84,0.0,1.19,64.78,8.04,35.56,127.13,0.02,81.32,,,,,,
,,,7.32,31.09,0.92,0.0,2.19,60.9,8.11,32.45,156.59,0.02,70.37,,,,,,
,,,7.33,21.5,0.84,0.0,1.79,61.15,5.28,40.42,150.36,0.02,62.95,,,,,,
,,,7.35,26.23,0.83,0.0,2.19,66.23,6.69,39.67,131.17,0.03,71.39,,,,,,
,,,7.37,27.14,0.99,0.0,2.52,48.19,5.66,27.42,156.62,0.02,64.35,,,,,,
,,,7.38,28.72,0.92,0.0,2.07,56.68,6.0,46.68,136.21,0.02,63.96,,,,,,
,,,7.4,34.84,0.93,0.0,2.02,62.92,6.52,36.6,101.27,0.02,74.14,,,,,,
,,,7.42,27.77,0.73,0.0,1.77,56.02,5.96,38.16,111.99,0.02,82.01,,,,,,
,,,7.43,33.05,0.86,0.0,2.52,59.49,5.15,42.61,159.98,0.02,68.69,,,,,,
,,,7.45,27.44,1.08,0.0,1.98,50.71,7.48,44.12,157.57,0.02,64.02,,,,,,
,,,7.47,27.0,0.77,0.0,2.23,60.96,5.91,39.52,130.37,0.02,58.5,,,,,,
,,,7.48,28.36,1.02,0.0,1.65,76.01,7.42,34.58,148.74,0.02,68.43,,,,,,
,,,7.5,33.13,0.73,0.0,1.93,72.36,8.38,41.22,127.43,0.02,75.2,,,,,,
,,,7.52,31.33,0.87,0.0,1.71,53.11,5.54,37.43,130.74,0.02,67.54,,,,,,
,,,7.53,28.74,0.85,0.0,2.48,76.59,7.0,35.17,124.82,0.02,59.61,,,,,,
,,,7.55,31.34,0.8,0.0,2.07,56.46,6.02,44.47,128.57,0.02,97.0,,,,,,
,,,7.57,28.89,0.8,0.0,2.51,59.34,7.69,45.31,120.89,0.02,51.67,,,,,,
,,,7.58,26.26,0.81,0.0,1.95,67.66,6.86,33.52,132.35,0.02,61.63,,,,,,
,,,7.6,20.72,0.91,0.0,2.06,50.07,7.04,29.16,95.1,0.02,61.23,,,,,,
,,,7.62,27.92,1.09,0.0,2.04,54.17,5.36,44.56,147.71,0.02,50.59,,,,,,
,,,7.63,24.96,0.71,0.0,2.04,65.76,6.25,32.87,112.41,0.02,62.93,,,,,,
,,,7.65,18.52,0.82,0.0,1.96,50.92,6.85,38.83,166.08,0.02,48.06,,,,,,
,,,7.67,27.15,0.86,0.0,1.86,68.44,8.41,36.64,145.95,0.02,92.56,,,,,,
,,,7.68,24.07,0.88,0.0,1.68,67.2,5.93,33.24,165.89,0.02,71.97,,,,,,
,,,7.7,17.26,1.08,0.0,1.96,63.86,6.16,32.9,143.56,0.02,78.45,,,,,,
,,,7.72,28.25,0.9,0.0,2.71,81.76,6.85,46.73,115.45,0.02,68.69,,,,,,
,,,7.73,19.68,0.73,0.0,2.08,63.05,6.52,41.35,169.52,0.02,63.37,,,,,,
,,,7.75,32.24,0.96,0.0,2.16,77.52,8.56,29.85,122.84,0.02,68.47,,,,,,
,,,7.77,25.25,0.93,0.0,2.17,57.38,6.82,40.15,128.91,0.02,58.47,,,,,,
,,,7.78,24.91,0.95,0.0,2.31,62.15,7.02,42.58,136.69,0.02,76.01,,,,,,
,,,7.8,19.6,1.07,0.0,2.04,64.34,7.79,33.88,122.9,0.02,68.64,,,,,,
,,,7.82,19.38,0.99,0.0,2.94,63.3,6.19,43.83,137.34,0.02,65.41,,,,,,
,,,7.83,22.94,1.05,0.0,2.45,76.82,7.3,35.84,109.84,0.02,69.99,,,,,,
,,,7.85,18.5,0.93,0.0,1.88,74.36,8.21,33.15,139.14,0.02,90.34,,,,,,
,,,7.87,29.46,0.84,0.0,2.23,56.2,7.66,40.51,147.17,0.02,81.51,,,,,,
,,,7.88,23.85,1.23,0.0,1.97,62.07,6.27,34.32,143.88,0.02,74.42,,,,,,
,,,7.9,25.39,0.84,0.0,2.1,61.03,7.16,38.99,97.73,0.02,69.23,,,,,,
,,,7.92,20.44,0.91,0.0,2.24,66.54,6.13,40.61,150.49,0.02,58.06,,,,,,
,,,7.93,16.89,0.68,0.0,3.43,68.3,8.19,35.29,137.71,0.02,71.77,,,,,,
,,,7.95,22.1,1.29,0.0,2.59,69.75,7.18,28.06,131.18,0.02,56.0,,,,,,
,,,7.97,20.83,0.93,0.0,2.24,63.64,5.9,35.18,124.33,0.02,84.22,,,,,,
,,,7.98,16.99,0.91,0.0,2.01,62.14,6.0,43.16,131.22,0.02,56.56,,,,,,
,,,8.0,22.14,0.81,0.0,2.24,68.63,7.29,36.96,115.48,0.02,79.08,,,,,,
,,,8.02,22.42,0.9,0.0,2.46,64.52,6.54,45.83,147.08,0.02,72.31,,,,,,
,,,8.03,21.23,0.61,0.0,2.31,64.08,5.98,43.23,139.9,0.02,53.83,,,,,,
,,,8.05,23.05,0.73,0.0,2.2,62.2,8.15,34.71,140.67,0.02,69.9,,,,,,
,,,8.07,17.93,1.0,0.0,2.68,70.18,6.61,29.78,142.37,0.02,66.98,,,,,,
,,,8.08,15.6,0.85,0.0,2.45,64.35,9.15,40.06,129.24,0.02,62.85,,,,,,
,,,8.1,19.72,1.0,0.0,2.25,72.87,7.62,47.14,127.88,0.02,57.44,,,,,,
,,,8.12,18.86,0.86,0.0,2.17,55.69,8.37,35.0,156.65,0.03,86.15,,,,,,
,,,8.13,25.25,0.88,0.0,2.51,66.26,8.31,31.28,105.1,0.03,75.7,,,,,,
,,,8.15,17.99,0.91,0.0,3.42,69.55,6.35,41.88,111.38,0.03,65.81,,,,,,
,,,8.17,21.25,0.94,0.0,2.95,82.49,9.18,39.77,117.58,0.03,62.85,,,,,,
,,,8.18,22.23,1.11,0.0,2.7,88.89,7.66,40.52,131.83,0.03,77.29,,,,,,
,,,8.2,22.16,0.76,0.0,2.55,60.89,6.58,37.93,137.45,0.03,53.48,,,,,,
,,,8.22,19.49,0.88,0.0,2.93,80.77,8.4,35.69,111.11,0.03,65.71,,,,,,
,,,8.23,19.66,0.72,0.0,2.38,63.17,6.81,31.19,140.02,0.03,55.42,,,,,,
,,,8.25,25.8,0.84,0.0,3.37,61.81,6.42,43.53,135.28,0.03,70.56,,,,,,
,,,8.27,20.94,0.66,0.0,2.42,49.54,7.74,34.18,122.2,0.03,79.79,,,,,,
,,,8.28,20.87,0.86,0.0,2.28,48.23,6.88,33.87,162.88,0.03,68.56,,,,,,
,,,8.3,18.3,0.92,0.0,3.15,57.21,7.34,42.25,163.8,0.03,61.07,,,,,,
,,,8.32,19.99,0.75,0.0,2.94,56.01,7.49,31.77,116.6,0.02,78.68,,,,,,
,,,8.33,22.22,0.93,0.0,2.69,52.72,5.74,37.91,157.3,0.03,61.19,,,,,,
,,,8.35,18.49,0.87,0.0,3.04,64.08,7.9,36.23,128.99,0.03,63.72,,,,,,
,,,8.37,17.14,0.86,0.0,2.47,62.14,8.64,38.94,131.25,0.03,65.57,,,,,,
,,,8.38,16.62,0.77,0.0,3.32,67.72,6.75,34.73,129.91,0.03,62.57,,,,,,
,,,8.4,23.55,0.78,0.0,3.84,75.23,7.2,37.92,159.31,0.04,62.18,,,,,,
,,,8.42,16.29,0.85,0.0,2.96,55.69,6.72,35.35,161.24,0.03,66.66,,,,,,
,,,8.43,19.45,0.9,0.0,2.35,57.49,5.21,36.74,105.27,0.03,70.7,,,,,,
,,,8.45,25.96,0.99,0.0,3.34,49.84,6.51,43.63,145.86,0.03,50.46,,,,,,
,,,8.47,16.27,1.0,0.0,3.07,67.7,6.29,38.48,118.33,0.03,60.11,,,,,,
