Time (h),OD 600,Product (kg),Time (h),DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h),Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,4.52,72.97,0.92,0,0.86,65.26,6.75,37.01,130.75,0.01,67.22,,,,,,
,,,4.53,72.72,0.92,0,0.87,65.26,6.65,37,130.75,0.01,67.22,,,,,,
,,,4.55,72.47,0.92,0,0.88,65.26,7.5,37,130.74,0.01,67.22,,,,,,
,,,4.57,72.22,0.92,0,0.88,65.26,7.06,37,130.76,0.01,67.22,,,,,,
,,,4.58,71.97,0.92,0,0.89,65.26,6.17,37.01,130.77,0.01,67.22,,,,,,
,,,4.6,71.72,0.92,0,0.9,65.26,6.43,37,130.75,0.01,67.22,,,,,,
,,,4.62,71.47,0.92,0,0.9,65.26,6.76,37,130.75,0.01,67.22,,,,,,
,,,4.63,71.22,0.92,0,0.91,65.26,6.35,37,130.75,0.01,67.22,,,,,,
,,,4.65,70.97,0.92,0,0.92,65.26,6.6,36.99,130.75,0.01,67.22,,,,,,
,,,4.67,70.72,0.92,0,0.92,65.26,6.76,36.99,130.76,0.01,67.22,,,,,,
,,,4.68,70.47,0.92,0,0.93,65.26,7.03,36.99,130.75,0.01,67.22,,,,,,
,,,4.7,70.22,0.92,0,0.94,65.26,6.94,37.01,130.75,0.01,67.22,,,,,,
,,,4.72,69.97,0.92,0,0.95,65.26,6.69,37.01,130.75,0.01,67.22,,,,,,
,,,4.73,69.72,0.92,0,0.95,65.26,6.79,37.01,130.76,0.01,67.22,,,,,,
,,,4.75,69.47,0.92,0,0.96,65.26,6.42,37,130.75,0.01,67.22,,,,,,
,,,4.77,69.22,0.92,0,0.97,65.26,6.67,36.99,130.75,0.01,67.22,,,,,,
,,,4.78,68.97,0.92,0,0.97,65.26,6.53,37,130.75,0.01,67.22,,,,,,
,,,4.8,68.72,0.92,0,0.98,65.26,6.57,36.99,130.76,0.01,67.22,,,,,,
,,,4.82,68.47,0.92,0,0.99,65.26,6.94,37,130.76,0.01,67.22,,,,,,
,,,4.83,68.22,0.92,0,0.99,65.26,6.28,37,130.74,0.01,67.22,,,,,,
,,,4.85,67.97,0.92,0,1,65.26,6.56,37,130.75,0.01,67.22,,,,,,
,,,4.87,67.72,0.92,0,1.01,65.26,7.29,37,130.76,0.01,67.22,,,,,,
,,,4.88,67.47,0.92,0,1.01,65.26,6.37,37,130.75,0.01,67.22,,,,,,
,,,4.9,67.22,0.92,0,1.02,65.26,6.95,37,130.75,0.01,67.22,,,,,,
,,,4.92,66.97,0.92,0,1.03,65.26,6.95,37,130.75,0.01,67.22,,,,,,
,,,4.93,66.72,0.92,0,1.04,65.26,6.89,37,130.76,0.01,67.22,,,,,,
,,,4.95,66.47,0.92,0,1.04,65.26,6.98,36.99,130.75,0.01,67.22,,,,,,
,,,4.97,66.22,0.92,0,1.05,65.26,6.66,37,130.75,0.01,67.22,,,,,,
,,,4.98,65.97,0.92,0,1.06,65.26,6.74,37,130.76,0.01,67.22,,,,,,
,,,5,65.72,0.92,0,1.06,65.26,6.67,37,130.74,0.01,67.22,,,,,,
,,,5.02,65.47,0.92,0,1.07,65.26,7.06,37,130.75,0.01,67.22,,,,,,
,,,5.03,65.22,0.92,0,1.08,65.26,6.55,37,130.75,0.01,67.22,,,,,,
,,,5.05,64.97,0.92,0,1.08,65.26,7.52,37,130.75,0.01,67.22,,,,,,
,,,5.07,64.72,0.92,0,1.09,65.26,6.8,37,130.75,0.01,67.22,,,,,,
,,,5.08,64.47,0.92,0,1.1,65.26,7.64,37.01,130.75,0.01,67.22,,,,,,
,,,5.1,64.22,0.92,0,1.1,65.26,6.95,37,130.76,0.01,67.22,,,,,,
,,,5.12,63.97,0.92,0,1.11,65.26,7.36,37,130.75,0.01,67.22,,,,,,
,,,5.13,63.72,0.92,0,1.12,65.26,6.95,37,130.76,0.01,67.22,,,,,,
,,,5.15,63.47,0.92,0,1.12,65.26,6.59,37,130.75,0.01,67.22,,,,,,
,,,5.17,63.22,0.92,0,1.13,65.26,7.41,37,130.74,0.01,67.22,,,,,,
,,,5.18,62.97,0.92,0,1.14,65.26,7.06,37,130.75,0.01,67.22,,,,,,
,,,5.2,62.72,0.92,0,1.15,65.26,6.92,37,130.76,0.01,67.22,,,,,,
,,,5.22,62.47,0.92,0,1.15,65.26,6.92,37,130.75,0.01,67.22,,,,,,
,,,5.23,62.22,0.92,0,1.16,65.26,6.89,37.01,130.75,0.01,67.22,,,,,,
,,,5.25,61.97,0.92,0,1.17,65.26,6.73,37,130.76,0.01,67.22,,,,,,
,,,5.27,61.72,0.92,0,1.17,65.26,6.87,37.01,130.75,0.01,67.22,,,,,,
,,,5.28,61.47,0.92,0,1.18,65.26,7.27,37,130.75,0.01,67.22,,,,,,
,,,5.3,61.22,0.92,0,1.19,65.26,6.54,37.01,130.76,0.01,67.22,,,,,,
,,,5.32,60.97,0.92,0,1.19,65.26,7.34,37,130.77,0.01,67.22,,,,,,
,,,5.33,60.72,0.92,0,1.2,65.26,7.35,37,130.76,0.01,67.22,,,,,,
,,,5.35,60.47,0.92,0,1.21,65.26,6.77,37,130.76,0.01,67.22,,,,,,
,,,5.37,60.22,0.92,0,1.21,65.26,7.22,37,130.76,0.01,67.22,,,,,,
,,,5.38,59.97,0.92,0,1.22,65.26,6.81,37,130.77,0.01,67.22,,,,,,
,,,5.4,59.72,0.92,0,1.23,65.26,6.83,36.99,130.8,0.01,67.22,,,,,,
,,,5.42,59.47,0.92,0,1.23,65.26,7.05,37,130.76,0.01,67.22,,,,,,
,,,5.43,59.22,0.92,0,1.24,65.26,7.45,37,130.76,0.01,67.22,,,,,,
,,,5.45,58.97,0.92,0,1.25,65.26,7.56,37,130.77,0.01,67.22,,,,,,
,,,5.47,58.72,0.92,0,1.26,65.26,7.15,37,130.74,0.01,67.22,,,,,,
,,,5.48,58.47,0.92,0,1.26,65.26,6.7,37.01,130.74,0.01,67.22,,,,,,
,,,5.5,58.22,0.92,0,1.27,65.26,6.9,37.01,130.74,0.01,67.22,,,,,,
,,,5.52,57.97,0.92,0,1.28,65.26,6.96,37.01,130.75,0.01,67.22,,,,,,
,,,5.53,57.72,0.92,0,1.28,65.26,7.13,37.01,130.75,0.01,67.22,,,,,,
,,,5.55,57.47,0.92,0,1.29,65.26,6.57,37.01,130.74,0.01,67.22,,,,,,
,,,5.57,57.22,0.92,0,1.3,65.26,7.07,37,130.76,0.01,67.22,,,,,,
,,,5.58,56.97,0.92,0,1.3,65.26,6.96,36.99,130.77,0.01,67.22,,,,,,
,,,5.6,56.72,0.92,0,1.31,65.26,6.99,37,130.75,0.01,67.22,,,,,,
,,,5.62,56.47,0.92,0,1.32,65.26,6.9,36.98,130.75,0.01,67.22,,,,,,
,,,5.63,56.22,0.92,0,1.32,65.26,7.04,36.99,130.75,0.01,67.22,,,,,,
,,,5.65,55.97,0.92,0,1.33,65.26,6.23,36.99,130.76,0.01,67.22,,,,,,
,,,5.67,55.72,0.92,0,1.34,65.26,6.54,37,130.78,0.01,67.22,,,,,,
,,,5.68,55.47,0.92,0,1.34,65.26,7.43,37.01,130.76,0.01,67.22,,,,,,
,,,5.7,55.22,0.92,0,1.35,65.26,6.48,37,130.76,0.01,67.22,,,,,,
,,,5.72,54.97,0.92,0,1.36,65.26,7.23,37,130.74,0.01,67.22,,,,,,
,,,5.73,54.72,0.92,0,1.36,65.26,6.8,37.01,130.75,0.01,67.22,,,,,,
,,,5.75,54.47,0.92,0,1.37,65.26,7.1,37.01,130.77,0.01,67.22,,,,,,
,,,5.77,54.22,0.92,0,1.38,65.26,7.2,37,130.76,0.01,67.22,,,,,,
,,,5.78,53.97,0.92,0,1.39,65.26,6.45,37,130.76,0.01,67.22,,,,,,
,,,5.8,53.72,0.92,0,1.39,65.26,6.94,36.99,130.74,0.01,67.22,,,,,,
,,,5.82,53.47,0.92,0,1.4,65.26,6.56,36.99,130.75,0.01,67.22,,,,,,
,,,5.83,53.22,0.92,0,1.41,65.26,7.29,36.99,130.74,0.01,67.22,,,,,,
,,,5.85,52.97,0.92,0,1.41,65.26,6.83,36.99,130.74,0.01,67.22,,,,,,
,,,5.87,52.72,0.92,0,1.42,65.26,7.75,37.01,130.75,0.01,67.22,,,,,,
,,,5.88,52.47,0.92,0,1.43,65.26,6.68,37,130.74,0.01,67.22,,,,,,
,,,5.9,52.22,0.92,0,1.43,65.26,6.88,37.01,130.74,0.01,67.22,,,,,,
,,,5.92,51.97,0.92,0,1.44,65.26,6.9,37.01,130.74,0.01,67.22,,,,,,
,,,5.93,51.72,0.92,0,1.45,65.26,7.22,37.01,130.75,0.01,67.22,,,,,,
,,,5.95,51.47,0.92,0,1.45,65.26,7.83,37.01,130.74,0.01,67.22,,,,,,
,,,5.97,51.22,0.92,0,1.46,65.26,7.06,37.02,130.75,0.01,67.22,,,,,,
,,,5.98,50.97,0.92,0,1.47,65.26,6.87,37.01,130.74,0.01,67.22,,,,,,
,,,6,50.72,0.92,0,1.47,65.26,7.6,37.01,130.75,0.01,67.22,,,,,,
,,,6.02,50.47,0.92,0,1.48,65.26,7,37,130.73,0.01,67.22,,,,,,
,,,6.03,50.22,0.92,0,1.49,65.26,7.2,37,130.75,0.01,67.22,,,,,,
,,,6.05,49.97,0.92,0,1.5,65.26,6.46,37,130.74,0.01,67.22,,,,,,
,,,6.07,49.72,0.92,0,1.5,65.26,7.59,37,130.75,0.01,67.22,,,,,,
,,,6.08,49.47,0.92,0,1.51,65.26,6.46,37,130.75,0.01,67.22,,,,,,
,,,6.1,49.22,0.92,0,1.52,65.26,7.22,36.99,130.74,0.01,67.22,,,,,,
,,,6.12,48.97,0.92,0,1.52,65.26,7.59,36.99,130.74,0.01,67.22,,,,,,
,,,6.13,48.72,0.92,0,1.53,65.26,6.71,37,130.74,0.01,67.22,,,,,,
,,,6.15,48.47,0.92,0,1.54,65.26,6.94,36.99,130.75,0.01,67.22,,,,,,
,,,6.17,48.22,0.92,0,1.54,65.26,6.46,36.99,130.74,0.01,67.22,,,,,,
,,,6.18,47.97,0.92,0,1.55,65.26,6.95,37,130.74,0.01,67.22,,,,,,
,,,6.2,47.72,0.92,0,1.56,65.26,6.67,37,130.74,0.01,67.22,,,,,,
,,,6.22,47.47,0.92,0,1.56,65.26,6.73,37,130.75,0.01,67.22,,,,,,
,,,6.23,47.22,0.92,0,1.57,65.26,7.22,37.01,130.74,0.01,67.22,,,,,,
,,,6.25,46.97,0.92,0,1.58,65.26,6.82,37,130.75,0.01,67.22,,,,,,
,,,6.27,46.72,0.92,0,1.58,65.26,6.83,37,130.74,0.01,67.22,,,,,,
,,,6.28,46.47,0.92,0,1.59,65.26,7.05,37,130.77,0.01,67.22,,,,,,
,,,6.3,46.22,0.92,0,1.6,65.26,6.97,37,130.76,0.01,67.22,,,,,,
,,,6.32,45.97,0.92,0,1.61,65.26,6.63,37,130.75,0.01,67.22,,,,,,
,,,6.33,45.72,0.92,0,1.61,65.26,7.13,37,130.76,0.01,67.22,,,,,,
,,,6.35,45.47,0.92,0,1.62,65.26,6.91,36.99,130.76,0.01,67.22,,,,,,
,,,6.37,45.22,0.92,0,1.63,65.26,7.41,37,130.75,0.01,67.22,,,,,,
,,,6.38,44.97,0.92,0,1.63,65.26,7.11,37,130.75,0.01,67.22,,,,,,
,,,6.4,44.72,0.92,0,1.64,65.26,7.48,37,130.74,0.01,67.22,,,,,,
,,,6.42,44.47,0.92,0,1.65,65.26,7.69,37.01,130.76,0.01,67.22,,,,,,
,,,6.43,44.22,0.92,0,1.65,65.26,6.57,37.01,130.74,0.01,67.22,,,,,,
,,,6.45,43.97,0.92,0,1.66,65.26,7.18,37.01,130.74,0.01,67.22,,,,,,
,,,6.47,43.72,0.92,0,1.67,65.26,7.25,37.01,130.74,0.01,67.22,,,,,,
,,,6.48,43.47,0.92,0,1.67,65.26,7.25,36.99,130.75,0.01,67.22,,,,,,
,,,6.5,43.22,0.92,0,1.68,65.26,7.19,37,130.74,0.01,67.22,,,,,,
,,,6.52,42.97,0.92,0,1.69,65.26,6.68,37,130.74,0.01,67.22,,,,,,
,,,6.53,42.72,0.92,0,1.69,65.26,6.93,37,130.74,0.01,67.22,,,,,,
,,,6.55,42.47,0.92,0,1.7,65.26,6.97,36.99,130.75,0.01,67.22,,,,,,
,,,6.57,42.22,0.92,0,1.71,65.26,7.24,37.01,130.75,0.01,67.22,,,,,,
,,,6.58,41.97,0.92,0,1.72,65.26,7.31,37,130.77,0.01,67.22,,,,,,
,,,6.6,41.72,0.92,0,1.72,65.26,6.29,37,130.75,0.01,67.22,,,,,,
,,,6.62,41.47,0.92,0,1.73,65.26,7.14,37,130.74,0.01,67.22,,,,,,
,,,6.63,41.22,0.92,0,1.74,65.26,6.91,37.01,130.74,0.01,67.22,,,,,,
,,,6.65,40.97,0.92,0,1.74,65.26,7.39,37.01,130.76,0.01,67.22,,,,,,
,,,6.67,40.72,0.92,0,1.75,65.26,7.42,37,130.76,0.01,67.22,,,,,,
,,,6.68,40.47,0.92,0,1.76,65.26,6.58,37,130.76,0.01,67.22,,,,,,
,,,6.7,40.22,0.92,0,1.76,65.26,7.09,37,130.76,0.01,67.22,,,,,,
,,,6.72,39.97,0.92,0,1.77,65.26,7.07,37,130.75,0.01,67.22,,,,,,
,,,6.73,39.72,0.92,0,1.78,65.26,6.8,37,130.75,0.01,67.22,,,,,,
,,,6.75,39.47,0.92,0,1.78,65.26,6.99,37.01,130.74,0.01,67.22,,,,,,
,,,6.77,39.22,0.92,0,1.79,65.26,6.91,37.01,130.75,0.01,67.22,,,,,,
,,,6.78,38.97,0.92,0,1.8,65.26,6.83,37,130.75,0.01,67.22,,,,,,
,,,6.8,38.72,0.92,0,1.8,65.26,6.62,37,130.76,0.02,67.22,,,,,,
,,,6.82,38.47,0.92,0,1.81,65.27,6.8,36.99,130.74,0.02,67.23,,,,,,
,,,6.83,38.22,0.92,0,1.82,65.27,6.91,37,130.76,0.02,67.23,,,,,,
,,,6.85,37.97,0.92,0,1.83,65.27,7.01,36.99,130.76,0.02,67.23,,,,,,
,,,6.87,37.72,0.92,0,1.83,65.27,7.15,37.01,130.77,0.02,67.23,,,,,,
,,,6.88,37.47,0.92,0,1.84,65.27,7.43,37,130.76,0.02,67.23,,,,,,
,,,6.9,37.22,0.92,0,1.85,65.27,7.08,36.99,130.76,0.02,67.23,,,,,,
,,,6.92,36.97,0.92,0,1.85,65.27,7.02,37,130.74,0.02,67.23,,,,,,
,,,6.93,36.72,0.92,0,1.86,65.27,7.22,37,130.78,0.02,67.23,,,,,,
,,,6.95,36.47,0.92,0,1.87,65.27,7.4,37,130.74,0.02,67.23,,,,,,
,,,6.97,36.22,0.92,0,1.87,65.27,6.4,37,130.75,0.02,67.23,,,,,,
,,,6.98,35.97,0.92,0,1.88,65.27,6.87,36.99,130.76,0.02,67.23,,,,,,
,,,7,35.72,0.92,0,1.89,65.27,6.88,37,130.75,0.02,67.23,,,,,,
,,,7.02,35.47,0.92,0,1.89,65.27,6.9,37,130.75,0.02,67.23,,,,,,
,,,7.03,35.22,0.92,0,1.9,65.27,6.47,37,130.75,0.02,67.23,,,,,,
,,,7.05,34.97,0.92,0,1.91,65.27,6.82,37.02,130.74,0.02,67.23,,,,,,
,,,7.07,34.72,0.92,0,1.91,65.27,6.58,37.01,130.75,0.02,67.23,,,,,,
,,,7.08,34.47,0.92,0,1.92,65.27,7.44,37.01,130.74,0.02,67.23,,,,,,
,,,7.1,34.22,0.92,0,1.93,65.27,7.61,36.99,130.75,0.02,67.23,,,,,,
,,,7.12,33.97,0.92,0,1.94,65.27,6.7,36.98,130.74,0.02,67.23,,,,,,
,,,7.13,33.72,0.92,0,1.94,65.27,6.85,36.99,130.74,0.02,67.23,,,,,,
,,,7.15,33.47,0.92,0,1.95,65.27,6.88,36.99,130.73,0.02,67.23,,,,,,
,,,7.17,33.22,0.92,0,1.96,65.27,7.36,37,130.74,0.02,67.23,,,,,,
,,,7.18,32.97,0.92,0,1.96,65.27,7.6,37.01,130.75,0.02,67.23,,,,,,
,,,7.2,32.72,0.92,0,1.97,65.27,6.8,37,130.74,0.02,67.23,,,,,,
,,,7.22,32.47,0.92,0,1.98,65.27,6.73,37,130.73,0.02,67.23,,,,,,
,,,7.23,32.22,0.92,0,1.98,65.27,7.07,37,130.75,0.02,67.23,,,,,,
,,,7.25,31.97,0.92,0,1.99,65.27,7.16,37.01,130.75,0.02,67.23,,,,,,
,,,7.27,31.72,0.92,0,2,65.27,6.82,37,130.73,0.02,67.23,,,,,,
,,,7.28,31.47,0.92,0,2,65.27,7.63,37,130.75,0.02,67.23,,,,,,
,,,7.3,31.22,0.92,0,2.01,65.27,7.16,37,130.76,0.02,67.23,,,,,,
,,,7.32,30.97,0.92,0,2.02,65.27,6.79,37,130.74,0.02,67.23,,,,,,
,,,7.33,30.72,0.92,0,2.02,65.27,6.57,37,130.75,0.02,67.23,,,,,,
,,,7.35,30.47,0.92,0,2.03,65.27,6.97,37,130.74,0.02,67.23,,,,,,
,,,7.37,30.22,0.92,0,2.04,65.27,7.36,37,130.74,0.02,67.23,,,,,,
,,,7.38,29.97,0.92,0,2.05,65.27,6.86,37,130.74,0.02,67.23,,,,,,
,,,7.4,29.72,0.92,0,2.05,65.27,6.69,37,130.74,0.02,67.23,,,,,,
,,,7.42,29.47,0.92,0,2.06,65.27,7.12,37,130.74,0.02,67.23,,,,,,
,,,7.43,29.22,0.92,0,2.07,65.27,6.84,36.99,130.73,0.02,67.23,,,,,,
,,,7.45,28.97,0.92,0,2.07,65.27,6.51,37,130.73,0.02,67.23,,,,,,
,,,7.47,28.72,0.92,0,2.08,65.27,7.21,36.99,130.73,0.02,67.23,,,,,,
,,,7.48,28.47,0.92,0,2.09,65.27,6.85,37,130.73,0.02,67.23,,,,,,
,,,7.5,28.22,0.92,0,2.09,65.27,7.21,37.02,130.74,0.02,67.23,,,,,,
,,,7.52,27.97,0.92,0,2.1,65.27,6.95,37.01,130.74,0.02,67.23,,,,,,
,,,7.53,27.72,0.92,0,2.11,65.27,6.97,37.01,130.72,0.02,67.23,,,,,,
,,,7.55,27.47,0.92,0,2.11,65.27,6.73,37.01,130.74,0.02,67.23,,,,,,
,,,7.57,27.22,0.92,0,2.12,65.27,7.2,37,130.72,0.02,67.23,,,,,,
,,,7.58,26.97,0.92,0,2.13,65.27,7.01,37,130.73,0.02,67.23,,,,,,
,,,7.6,26.72,0.92,0,2.13,65.27,7.11,37.01,130.73,0.02,67.23,,,,,,
,,,7.62,26.47,0.92,0,2.14,65.27,7.37,37,130.74,0.02,67.23,,,,,,
,,,7.63,26.22,0.92,0,2.15,65.27,7.17,37,130.74,0.02,67.23,,,,,,
,,,7.65,25.97,0.92,0,2.16,65.27,6.88,37,130.73,0.02,67.23,,,,,,
,,,7.67,25.72,0.92,0,2.16,65.27,7.87,37,130.74,0.02,67.23,,,,,,
,,,7.68,25.47,0.92,0,2.17,65.27,7.23,37,130.74,0.02,67.23,,,,,,
,,,7.7,25.22,0.92,0,2.18,65.27,7.57,36.99,130.73,0.02,67.23,,,,,,
,,,7.72,24.97,0.92,0,2.18,65.27,7.47,37,130.74,0.02,67.23,,,,,,
,,,7.73,24.72,0.92,0,2.19,65.27,6.74,37,130.74,0.02,67.23,,,,,,
,,,7.75,24.47,0.92,0,2.2,65.27,7.48,37,130.73,0.02,67.23,,,,,,
,,,7.77,24.22,0.92,0,2.2,65.27,6.76,37,130.73,0.02,67.23,,,,,,
,,,7.78,23.97,0.92,0,2.21,65.27,7.18,37.01,130.73,0.02,67.23,,,,,,
,,,7.8,23.72,0.92,0,2.22,65.27,7.09,37,130.73,0.02,67.23,,,,,,
,,,7.82,23.47,0.92,0,2.22,65.27,5.94,36.99,130.75,0.02,67.23,,,,,,
,,,7.83,23.22,0.92,0,2.23,65.27,7.68,36.99,130.72,0.02,67.23,,,,,,
,,,7.85,22.97,0.92,0,2.24,65.27,7.2,36.99,130.74,0.02,67.23,,,,,,
,,,7.87,22.72,0.92,0,2.24,65.27,6.94,36.99,130.73,0.02,67.23,,,,,,
,,,7.88,22.47,0.92,0,2.25,65.27,6.83,37,130.73,0.02,67.23,,,,,,
,,,7.9,22.22,0.92,0,2.26,65.27,6.86,37,130.73,0.02,67.23,,,,,,
,,,7.92,21.97,0.92,0,2.27,65.27,6.74,37,130.74,0.02,67.23,,,,,,
,,,7.93,21.72,0.92,0,2.27,65.27,7.13,36.99,130.73,0.02,67.23,,,,,,
,,,7.95,21.47,0.92,0,2.28,65.27,6.63,36.99,130.73,0.02,67.23,,,,,,
,,,7.97,21.22,0.92,0,2.29,65.27,7.02,37,130.73,0.02,67.23,,,,,,
,,,7.98,20.97,0.92,0,2.29,65.27,6.9,37,130.74,0.02,67.23,,,,,,
,,,8,20.72,0.92,0,2.3,65.27,7.29,37,130.74,0.02,67.23,,,,,,
,,,8.02,20.53,0.92,0,2.32,65.27,6.96,37.01,130.73,0.02,67.23,,,,,,
,,,8.03,20.45,0.92,0,2.35,65.27,6.92,37,130.73,0.02,67.23,,,,,,
,,,8.05,20.37,0.92,0,2.37,65.27,6.65,37,130.73,0.02,67.23,,,,,,
,,,8.07,20.28,0.92,0,2.39,65.27,6.67,37,130.73,0.02,67.23,,,,,,
,,,8.08,20.2,0.92,0,2.42,65.27,7.12,37.02,131.13,0.02,67.23,,,,,,
,,,8.1,20.12,0.92,0,2.44,65.27,6.95,37.01,131.54,0.02,67.23,,,,,,
,,,8.12,20.03,0.92,0,2.46,65.27,7.34,37,131.95,0.03,67.23,,,,,,
,,,8.13,19.95,0.92,0,2.49,65.28,6.81,37,132.35,0.03,67.24,,,,,,
,,,8.15,19.87,0.92,0,2.51,65.28,7.4,37,132.76,0.03,67.24,,,,,,
,,,8.17,20,0.92,0,2.54,65.28,6.71,37,133.16,0.03,67.24,,,,,,
,,,8.18,20.02,0.92,0,2.56,65.28,7.38,37,133.57,0.03,67.24,,,,,,
,,,8.2,19.99,0.92,0,2.58,65.28,6.45,37,133.98,0.03,67.24,,,,,,
,,,8.22,19.94,0.92,0,2.61,65.28,7.05,37,134.38,0.03,67.24,,,,,,
,,,8.23,19.93,0.92,0,2.63,65.28,6.75,37,134.79,0.03,67.24,,,,,,
,,,8.25,19.85,0.92,0,2.65,65.28,6.38,36.99,135.2,0.03,67.24,,,,,,
,,,8.27,19.72,0.92,0,2.68,65.28,7.01,37.01,135.6,0.03,67.24,,,,,,
,,,8.28,19.7,0.92,0,2.7,65.28,6.57,37,136.01,0.03,67.24,,,,,,
,,,8.3,19.7,0.92,0,2.72,65.28,6.73,37,136.41,0.03,67.24,,,,,,
,,,8.32,19.85,0.92,0,2.75,65.28,6.91,37.01,136.82,0.03,67.24,,,,,,
,,,8.33,19.91,0.92,0,2.77,65.28,6.89,37,137.23,0.03,67.24,,,,,,
,,,8.35,19.81,0.92,0,2.79,65.28,6.86,37,137.63,0.03,67.24,,,,,,
,,,8.37,19.83,0.92,0,2.82,65.28,6.99,37.01,138.04,0.03,67.24,,,,,,
,,,8.38,19.98,0.92,0,2.84,65.28,7.26,37,138.45,0.03,67.24,,,,,,
,,,8.4,20.1,0.92,0,2.86,65.28,7.33,37,138.85,0.03,67.24,,,,,,
,,,8.42,20.04,0.92,0,2.89,65.28,7.4,37,139.26,0.03,67.24,,,,,,
,,,8.43,20.03,0.92,0,2.91,65.28,6.47,37,139.66,0.03,67.24,,,,,,
,,,8.45,20.13,0.92,0,2.94,65.28,7,37,140.07,0.03,67.24,,,,,,
,,,8.47,20.18,0.92,0,2.96,65.28,6.26,37,140.48,0.03,67.24,,,,,,
,,,8.48,20.14,0.92,0,2.98,65.28,6.88,36.99,140.88,0.03,67.24,,,,,,
,,,8.5,20.14,0.92,0,3.01,65.28,7.01,36.99,141.29,0.03,67.24,,,,,,
,,,8.52,19.89,0.92,0,3.03,65.28,6.19,36.99,141.7,0.03,67.24,,,,,,
,,,8.53,18.91,0.92,0,3.05,65.28,7.62,37,142.1,0.03,67.24,,,,,,
,,,8.55,18.54,0.92,0,3.08,65.28,7.23,37.01,142.51,0.03,67.24,,,,,,
,,,8.57,17.93,0.92,0,3.1,65.28,7.07,37,142.91,0.03,67.24,,,,,,
,,,8.58,18.69,0.92,0,3.12,65.28,7.18,37,143.32,0.03,67.24,,,,,,
,,,8.6,18.75,0.92,0,3.15,65.28,6.84,37,143.73,0.03,67.24,,,,,,
,,,8.62,18.8,0.92,0,3.17,65.28,7.24,36.99,144.13,0.03,67.24,,,,,,
,,,8.63,18.78,0.92,0,3.19,65.28,6.88,37,144.54,0.03,67.24,,,,,,
,,,8.65,18.5,0.92,0,3.22,65.28,7.56,37,144.95,0.03,67.24,,,,,,
,,,8.67,18.58,0.92,0,3.24,65.28,7.11,37.01,145.35,0.03,67.24,,,,,,
,,,8.68,19.91,0.92,0,3.27,65.28,6.81,36.99,145.76,0.03,67.24,,,,,,
,,,8.7,19.63,0.92,0,3.29,65.28,6.52,37,146.16,0.03,67.24,,,,,,
,,,8.72,19.67,0.92,0,3.31,65.28,6.58,37.01,146.57,0.03,67.24,,,,,,
,,,8.73,19.64,0.92,0,3.34,65.28,7.29,36.99,146.98,0.03,67.24,,,,,,
,,,8.75,19.75,0.92,0,3.36,65.28,7.04,37.01,147.38,0.03,67.24,,,,,,
,,,8.77,20.01,0.92,0,3.38,65.28,7.12,37,147.79,0.03,67.24,,,,,,
,,,8.78,18.74,0.92,0,3.41,65.28,7,37,148.2,0.03,67.24,,,,,,
,,,8.8,19.44,0.92,0,3.43,65.28,7.12,37,148.6,0.03,67.24,,,,,,
,,,8.82,20.82,0.92,0,3.45,65.28,7.13,37.01,149.01,0.03,67.24,,,,,,
,,,8.83,18.85,0.92,0,3.48,65.28,7.04,37,149.41,0.03,67.24,,,,,,
,,,8.85,21.12,0.92,0,3.5,65.28,7.08,37.01,149.82,0.03,67.24,,,,,,
,,,8.87,21.39,0.92,0,3.52,65.28,7.48,37.01,150.23,0.03,67.24,,,,,,
,,,8.88,20.25,0.92,0,3.55,65.28,7,37,150.63,0.03,67.24,,,,,,
,,,8.9,19.79,0.92,0,3.57,65.28,7.51,37,151.04,0.03,67.24,,,,,,
,,,8.92,21.55,0.92,0,3.59,65.28,7.29,36.99,151.45,0.03,67.24,,,,,,
,,,8.93,19.3,0.92,0,3.62,65.28,6.96,37,151.85,0.03,67.24,,,,,,
,,,8.95,21.26,0.92,0,3.64,65.28,7.42,37,152.26,0.03,67.24,,,,,,
,,,8.97,20.41,0.92,0,3.67,65.28,6.48,37,152.66,0.03,67.24,,,,,,
,,,8.98,22.01,0.92,0,3.69,65.28,7.3,37.01,153.07,0.03,67.24,,,,,,
,,,9,21.77,0.92,0,3.71,65.28,7.14,37,153.48,0.03,67.24,,,,,,
,,,9.02,20.26,0.92,0,3.74,65.28,6.37,37,153.88,0.03,67.24,,,,,,
,,,9.03,19.68,0.92,0,3.76,65.28,6.66,37,154.29,0.03,67.24,,,,,,
,,,9.05,20.02,0.92,0,3.78,65.28,7.15,37,154.7,0.03,67.24,,,,,,
,,,9.07,21.32,0.92,0,3.81,65.28,6.61,37,155.1,0.03,67.24,,,,,,
,,,9.08,19.94,0.92,0,3.83,65.28,7.07,37,155.51,0.03,67.24,,,,,,
,,,9.1,20.21,0.92,0,3.85,65.28,6.87,37.01,155.91,0.03,67.24,,,,,,
,,,9.12,20.27,0.92,0,3.88,65.28,6.58,37,156.32,0.03,67.24,,,,,,
,,,9.13,20.57,0.92,0,3.9,65.28,7.32,37,156.73,0.03,67.24,,,,,,
